"","Name","Location","Year","Kilometers_Driven","Owner_Type","Mileage","Engine","Power","Seats","Price","Fuel_TypeDiesel","Fuel_TypeElectric","Fuel_TypePetrol","TransmissionManual","Age"
"232","Chevrolet Beat Diesel LT","Mumbai",2013,74000,"First",2544,936,576,5,2.65,1,0,0,1,11
"233","Hyundai i20 Sportz 1.4 CRDi","Kochi",2015,56847,"First",2254,1396,8873,5,7.2,1,0,0,1,9
"234","Toyota Innova 2.5 Z Diesel 7 Seater","Coimbatore",2015,121374,"First",1299,2494,1006,7,14.3,1,0,0,1,9
"235","Maruti Ertiga VDI","Chennai",2013,52000,"First",2077,1248,8876,7,6.9,1,0,0,1,11
"236","Toyota Innova 2.5 V Diesel 7-seater","Mumbai",2014,118000,"First",128,2494,102,7,10.75,1,0,0,1,10
"237","Honda City i VTEC V","Kochi",2016,33915,"First",178,1497,1173,5,8.09,0,0,1,1,8
"238","BMW X1 sDrive20d","Ahmedabad",2014,82002,"First",1705,1995,184,5,18.5,1,0,0,0,10
"239","Hyundai Grand i10 CRDi Era","Mumbai",2017,33000,"First",240,1120,70,5,4.75,1,0,0,1,7
"240","Maruti Ciaz 1.3 Alpha","Chennai",2016,34000,"First",2809,1248,885,5,8.45,1,0,0,1,8
"241","Skoda Rapid Leisure 1.6 TDI MT","Kolkata",2012,55000,"First",205,1598,1036,5,3.5,1,0,0,1,12
"242","Hyundai Accent CRDi","Kochi",2006,160538,"First",131,1493,82,5,1.8,1,0,0,1,18
"243","Volkswagen Polo GT 1.5 TDI","Jaipur",2014,60000,"Second",1991,1498,1036,5,3.7,1,0,0,1,10
"244","Honda Jazz 1.2 VX i VTEC","Coimbatore",2017,49575,"First",187,1199,887,5,7.17,0,0,1,1,7
"245","Hyundai i10 Era","Jaipur",2010,83000,"First",1981,1086,6805,5,1.75,0,0,1,1,14
"246","Hyundai Tucson 2.0 e-VGT 2WD AT GLS","Kochi",2018,51346,"First",1638,1995,183,5,21.99,1,0,0,0,6
"247","Toyota Innova Crysta 2.4 ZX MT","Pune",2017,43000,"First",1368,2393,1478,7,18.65,1,0,0,1,7
"248","Maruti Omni MPI CARGO BSIII W/ IMMOBILISER","Jaipur",2011,35000,"Third",197,796,35,5,1.85,0,0,1,1,13
"249","Maruti Swift VXI BSIV","Coimbatore",2017,27872,"Second",204,1197,8180,5,5.95,0,0,1,1,7
"250","Hyundai Grand i10 Magna","Mumbai",2014,16514,"First",189,1197,82,5,3.75,0,0,1,1,10
"251","Maruti Swift VDI","Pune",2012,120000,"First",229,1248,74,5,3.75,1,0,0,1,12
"252","Hyundai Verna CRDi 1.6 SX","Hyderabad",2008,143275,"First",220,1582,1262,5,2.6,1,0,0,1,16
"253","Hyundai i20 1.2 Sportz","Mumbai",2010,52000,"First",170,1197,80,5,2.8,0,0,1,1,14
"254","Mercedes-Benz GLE 350d","Coimbatore",2017,29819,"First",1157,2987,25479,5,61.29,1,0,0,0,7
"255","Mercedes-Benz New C-Class C 220 CDI CLASSIC","Bangalore",2014,57000,"Second",158,2148,170,5,18,1,0,0,1,10
"256","Maruti Ritz ZDi","Hyderabad",2014,88500,"First",232,1248,7394,5,4.35,1,0,0,1,10
"257","Hyundai Creta 1.6 CRDi SX","Bangalore",2016,28000,"First",1967,1582,1262,5,13.75,1,0,0,1,8
"258","Maruti A-Star Vxi","Pune",2010,67000,"First",190,998,661,5,2,0,0,1,1,14
"259","Renault Duster 110PS Diesel RXZ Option","Delhi",2016,26000,"First",1964,1461,10845,5,10,1,0,0,1,8
"260","Fiat Grande Punto 1.3 Emotion Pack (Diesel)","Delhi",2010,120000,"First",178,1248,76,5,1.65,1,0,0,1,14
"261","BMW X3 xDrive30d M Sport","Coimbatore",2017,51982,"First",1655,2993,258,5,45.77,1,0,0,0,7
"262","Hyundai i10 Sportz","Bangalore",2010,36000,"Second",2036,1197,789,5,3.25,0,0,1,1,14
"263","Toyota Innova 2.5 G4 Diesel 7-seater","Pune",2016,47000,"First",128,2494,102,7,12.8,1,0,0,1,8
"264","Maruti Zen VXI BSII","Mumbai",2002,60000,"Third",173,993,60,5,0.55,0,0,1,1,22
"265","Maruti Swift VDI","Hyderabad",2018,31025,"First",284,1248,74,5,7.15,1,0,0,1,6
"266","Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV","Pune",2013,105000,"Second",1205,2179,120,8,7,1,0,0,1,11
"267","Tata Zest Quadrajet 1.3 75PS XE","Pune",2017,121900,"First",2295,1248,74,5,3.75,1,0,0,1,7
"268","Ford EcoSport 1.0 Ecoboost Titanium Plus","Mumbai",2017,22695,"First",1888,999,12324,5,8.5,0,0,1,1,7
"269","Maruti Swift Dzire ZDI","Jaipur",2012,73000,"First",234,1248,74,5,4.35,1,0,0,1,12
"270","Maruti Alto 800 LXI","Kochi",2016,32227,"First",2274,796,473,5,3.26,0,0,1,1,8
"271","Honda City 1.5 S MT","Jaipur",2011,55000,"First",170,1497,118,5,4.21,0,0,1,1,13
"272","Audi Q7 3.0 TDI Quattro Technology","Kochi",2018,11287,"First",1207,2967,2414,7,70.36,1,0,0,0,6
"273","Skoda Laura 1.9 TDI AT Ambiente","Mumbai",2009,48000,"Second",170,1896,105,5,2.95,1,0,0,0,15
"274","Hyundai Verna 1.6 SX VTVT (O)","Kochi",2012,54308,"First",171,1591,1213,5,4.28,0,0,1,1,12
"275","Honda City 1.5 V AT","Jaipur",2009,78442,"First",168,1497,118,5,3.57,0,0,1,0,15
"276","Hyundai i20 Magna Optional 1.4 CRDi","Kolkata",2013,46000,"First",219,1396,888,5,3.11,1,0,0,1,11
"277","Hyundai i20 Sportz AT 1.4","Coimbatore",2014,45051,"First",150,1396,986,5,5.96,0,0,1,0,10
"278","Volkswagen Vento Diesel Highline","Hyderabad",2011,69000,"First",2054,1598,1036,5,4.7,1,0,0,1,13
"279","Honda City i VTEC VX","Ahmedabad",2014,49000,"First",174,1497,1173,5,6.9,0,0,1,1,10
"280","Tata Zest Quadrajet 1.3 75PS XE","Pune",2018,45000,"First",2295,1248,74,5,5.25,1,0,0,1,6
"281","BMW 5 Series 2003-2012 520d","Pune",2015,64000,"First",1848,1995,177,5,28,1,0,0,0,9
"282","Maruti Wagon R LXI Minor","Delhi",2009,60000,"First",189,1061,67,5,1.35,0,0,1,1,15
"283","Honda Jazz VX","Delhi",2015,62178,"First",182,1199,887,5,4.85,0,0,1,1,9
"284","Volkswagen Jetta 2007-2011 2.0 TDI Comfortline","Coimbatore",2012,58006,"First",150,1896,105,5,6.7,1,0,0,1,12
"285","Hyundai i10 Magna 1.2","Hyderabad",2010,74000,"First",2036,1197,789,5,3.1,0,0,1,1,14
"286","Mercedes-Benz New C-Class C 220 CDI Avantgarde","Kochi",2015,77771,"First",1927,2143,170,5,18.64,1,0,0,0,9
"287","Hyundai i10 Magna 1.2 iTech SE","Pune",2012,45275,"First",2036,1197,789,5,2.8,0,0,1,1,12
"288","Toyota Innova Crysta 2.4 ZX MT","Chennai",2016,48000,"First",1368,2393,1478,7,20.25,1,0,0,1,8
"289","Audi A6 2011-2015 2.0 TDI Technology","Kochi",2015,31652,"First",1768,1968,17433,5,26.78,1,0,0,0,9
"290","Toyota Innova 2.5 VX (Diesel) 7 Seater","Hyderabad",2010,109000,"Second",1299,2494,1006,7,8.26,1,0,0,1,14
"291","Volkswagen Polo Petrol Trendline 1.2L","Mumbai",2015,31978,"First",1647,1198,739,5,3.89,0,0,1,1,9
"292","Maruti Alto K10 LXI","Hyderabad",2011,70000,"First",2092,998,671,5,2.1,0,0,1,1,13
"293","Honda City i-VTEC CVT ZX","Mumbai",2017,15000,"First",180,1497,1173,5,12.69,0,0,1,0,7
"294","Tata Indigo LX","Coimbatore",2013,59138,"First",170,1405,70,5,2.58,1,0,0,1,11
"295","Audi A6 2011-2015 2.0 TDI Premium Plus","Kochi",2014,61726,"First",1768,1968,17433,5,20.77,1,0,0,0,10
"296","Mercedes-Benz GLA Class 200 CDI SPORT","Delhi",2015,48000,"First",179,2143,136,5,20.26,1,0,0,0,9
"297","Maruti Celerio VXI AT","Hyderabad",2014,77815,"First",231,998,6704,5,4.25,0,0,1,0,10
"298","Mercedes-Benz GLE 250d","Hyderabad",2017,29000,"First",179,2143,20115,5,57,1,0,0,0,7
"299","Land Rover Range Rover HSE Dynamic","Delhi",2017,44000,"First",127,2179,1877,5,44,1,0,0,0,7
"300","Volkswagen Vento Diesel Trendline","Hyderabad",2011,108626,"First",2054,1598,1036,5,3.65,1,0,0,1,13
"301","Maruti Omni 8 Seater BSIV","Hyderabad",2012,71791,"First",140,796,35,5,2.05,0,0,1,1,12
"302","Honda Brio 1.2 VX MT","Kochi",2012,91931,"First",185,1198,868,5,3.13,0,0,1,1,12
"303","Tata Sumo Delux","Hyderabad",2000,158000,"Second",1407,2956,831,7,1.5,1,0,0,1,24
"304","Tata Indica Vista Aura 1.3 Quadrajet","Pune",2012,91183,"First",180,1248,75,5,2.85,1,0,0,1,12
"305","Maruti Wagon R LXI BS IV","Delhi",2012,65000,"First",189,998,671,5,2.65,0,0,1,1,12
"306","Mahindra XUV500 W8 4WD","Hyderabad",2015,88428,"First",160,2179,140,7,10.6,1,0,0,1,9
"307","Tata Indigo LS Dicor","Pune",2008,138000,"Second",171,1396,70,5,1.25,1,0,0,1,16
"308","Maruti Ertiga Paseo VXI","Mumbai",2018,18000,"First",1602,1373,937,7,8.25,0,0,1,1,6
"309","Honda Accord 2.4 A/T","Mumbai",2011,60000,"First",117,2354,1776,5,4.45,0,0,1,0,13
"310","Maruti Swift Dzire VDi","Kolkata",2012,48000,"First",193,1248,739,5,3.7,1,0,0,1,12
"311","Ford Fiesta EXi 1.4 TDCi Ltd","Hyderabad",2009,160000,"First",178,1399,68,5,2.8,1,0,0,1,15
"312","Honda City ZX GXi","Kolkata",2008,40000,"First",177,1497,78,5,1.8,0,0,1,1,16
"313","Audi A6 2011-2015 2.0 TDI Premium Plus","Kochi",2014,51495,"First",1768,1968,17433,5,21.95,1,0,0,0,10
"314","BMW 6 Series 640d Gran Coupe","Mumbai",2011,30000,"First",952,2993,313,4,49,1,0,0,0,13
"315","Audi Q7 45 TDI Quattro Technology","Coimbatore",2017,97430,"First",1475,2967,245,7,62.67,1,0,0,0,7
"316","Hyundai i20 1.4 CRDi Asta","Pune",2012,83000,"First",230,1396,90,5,5.5,1,0,0,1,12
"317","Hyundai i10 Sportz AT","Bangalore",2009,37000,"Third",1695,1197,789,5,2.95,0,0,1,0,15
"318","Honda Jazz 1.2 V CVT i VTEC","Kochi",2016,28503,"First",190,1199,887,5,6.86,0,0,1,0,8
"319","Maruti Swift VDI BSIV","Hyderabad",2015,76496,"First",252,1248,74,5,6.15,1,0,0,1,9
"320","Hyundai i20 Asta 1.2","Pune",2011,79152,"Second",185,1197,8285,5,3.3,0,0,1,1,13
"321","Volkswagen Polo Petrol Comfortline 1.2L","Kolkata",2011,32000,"First",1647,1198,739,5,2.55,0,0,1,1,13
"322","Maruti Alto LXi","Ahmedabad",2009,35000,"First",197,796,463,5,1.5,0,0,1,1,15
"323","Toyota Corolla H4","Chennai",2004,105000,"Second",113,1794,125,5,2.5,0,0,1,0,20
"324","Maruti Alto LXi","Chennai",2006,56000,"Second",197,796,463,5,1.4,0,0,1,1,18
"325","Tata Manza ELAN Quadrajet BS IV","Pune",2012,73000,"First",2112,1248,888,5,3.4,1,0,0,1,12
"326","Maruti Alto LXi","Pune",2012,38000,"First",197,796,463,5,2.25,0,0,1,1,12
"327","Skoda Octavia Ambition Plus 2.0 TDI AT","Kolkata",2013,775000,"First",193,1968,141,5,7.5,1,0,0,0,11
"328","Toyota Corolla H4","Kolkata",2008,80000,"First",113,1794,125,5,2.8,0,0,1,0,16
"329","Hyundai i20 Asta Option 1.2","Coimbatore",2016,24973,"First",186,1197,8183,5,7.66,0,0,1,1,8
"330","Maruti Vitara Brezza LDi","Chennai",2016,45000,"First",243,1248,885,5,7.15,1,0,0,1,8
"331","Honda City 1.5 V MT","Delhi",2010,87430,"First",170,1497,118,5,3.5,0,0,1,1,14
"332","Tata Indica Vista Aqua 1.3 Quadrajet","Hyderabad",2014,133944,"Second",180,1248,75,5,3.5,1,0,0,1,10
"333","Honda Amaze S i-Dtech","Kolkata",2013,57000,"First",258,1498,986,5,3.45,1,0,0,1,11
"334","Hyundai EON D Lite Plus","Coimbatore",2016,27904,"First",211,814,552,5,3.55,0,0,1,1,8
"335","BMW 3 Series Luxury Line","Kochi",2015,30717,"Second",2176,1995,190,5,25.99,1,0,0,0,9
"336","Hyundai Verna 1.6 SX","Bangalore",2012,80000,"First",2232,1582,12632,5,5.25,1,0,0,1,12
"337","Tata Manza Club Class Quadrajet90 LS","Ahmedabad",2013,47304,"First",2102,1248,888,5,2.9,1,0,0,1,11
"338","Skoda Octavia RS","Jaipur",2005,100000,"First",1445,1984,227,5,2.05,0,0,1,0,19
"339","Maruti Alto K10 VXI","Pune",2017,30000,"First",2407,998,671,5,3.75,0,0,1,1,7
"340","Ford Ecosport 1.5 DV5 MT Titanium Optional","Mumbai",2014,68000,"First",227,1498,8984,5,6.75,1,0,0,1,10
"341","Chevrolet Spark 1.0 LS","Kolkata",2011,21000,"Second",180,995,62,5,0.95,0,0,1,1,13
"342","Jaguar XF 2.0 Diesel Portfolio","Hyderabad",2017,21000,"First",1933,1999,177,5,52,1,0,0,0,7
"343","Honda CR-V RVi MT","Jaipur",2007,119000,"Third",131,1997,1411,5,3.91,0,0,1,1,17
"344","Skoda Superb L&K 1.8 TSI AT","Kochi",2019,13747,"First",1467,1798,17746,5,27.3,0,0,1,0,5
"345","Hyundai i10 Magna 1.2","Chennai",2009,620000,"First",2036,1197,789,5,2.7,0,0,1,1,15
"346","Maruti Swift LDI","Delhi",2013,70000,"First",229,1248,74,5,3.5,1,0,0,1,11
"347","Maruti Swift Dzire VXi AT","Mumbai",2016,18000,"First",185,1197,8314,5,6.2,0,0,1,0,8
"348","Nissan Micra Diesel XV","Chennai",2011,83000,"First",2308,1461,631,5,2.75,1,0,0,1,13
"349","Maruti Swift Dzire Tour LDI","Mumbai",2015,130000,"First",234,1248,74,5,3.25,1,0,0,1,9
"350","Ford Fiesta Classic 1.4 Duratorq CLXI","Pune",2012,63400,"First",178,1399,67,5,3.25,1,0,0,1,12
"351","Maruti Zen LX","Kolkata",2003,65000,"First",173,993,60,5,0.65,0,0,1,1,21
"352","Mini Clubman Cooper S","Pune",2017,8350,"First",138,1998,192,5,35,0,0,1,1,7
"353","Toyota Etios GD","Kolkata",2014,45000,"First",2359,1364,6705,5,3.25,1,0,0,1,10
"354","Maruti Alto 800 2016-2019 LXI","Kolkata",2018,26200,"First",247,796,473,5,2.9,0,0,1,1,6
"355","Maruti Alto VXi","Bangalore",2011,11000,"Third",189,796,47,5,2.9,0,0,1,1,13
"356","BMW X5 3.0d","Bangalore",2009,90000,"Second",110,2993,235,5,17.75,1,0,0,0,15
"357","Nissan Teana XV","Mumbai",2015,74000,"Second",1107,2496,1795,5,8.25,0,0,1,0,9
"358","Hyundai Grand i10 AT Asta","Coimbatore",2015,37081,"First",189,1197,82,5,5.77,0,0,1,0,9
"359","Maruti Vitara Brezza ZDi Plus","Hyderabad",2017,39000,"First",243,1248,885,5,9.49,1,0,0,1,7
"360","Audi Q7 3.0 TDI Quattro Premium Plus","Mumbai",2008,99000,"Third",1207,2967,2414,7,12.95,1,0,0,0,16
"361","Mercedes-Benz GLA Class 200 CDI","Chennai",2015,38000,"First",179,2143,136,5,20,1,0,0,0,9
"362","Maruti 800 AC","Chennai",2007,72000,"Third",161,796,37,4,1,0,0,1,1,17
"363","Renault Duster 85PS Diesel RxL","Chennai",2015,93000,"Second",2045,1461,838,5,7.1,1,0,0,1,9
"364","Toyota Corolla Altis D-4D GL","Mumbai",2017,5900,"First",2143,1364,872,5,16.5,1,0,0,1,7
"365","Mercedes-Benz New C-Class 220","Chennai",2014,25000,"First",158,2148,170,5,26,1,0,0,1,10
"366","Maruti Ritz VDi","Hyderabad",2010,68000,"Second",211,1248,739,5,3.2,1,0,0,1,14
"367","Honda BRV i-VTEC V CVT","Kochi",2017,35676,"First",160,1497,1173,7,9.48,0,0,1,0,7
"368","Hyundai Xcent 1.1 CRDi Base","Kochi",2015,74310,"First",244,1120,71,5,4,1,0,0,1,9
"369","Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde","Jaipur",2014,59364,"First",1421,2143,203,5,26.5,1,0,0,0,10
"370","Mercedes-Benz B Class B180","Kochi",2014,41380,"Second",148,1595,1207,5,11.77,0,0,1,0,10
"371","Mercedes-Benz E-Class 2015-2017 E250 Edition E","Bangalore",2017,33900,"First",150,2143,204,5,37,1,0,0,0,7
"372","Honda City i VTEC VX Option","Mumbai",2016,28000,"First",178,1497,1173,5,8.75,0,0,1,1,8
"373","Honda City 1.5 S MT","Chennai",2011,93982,"First",170,1497,118,5,3.75,0,0,1,1,13
"374","Hyundai Verna Transform VTVT","Pune",2010,95000,"First",162,1599,1032,5,2.5,0,0,1,1,14
"375","Jaguar XE Portfolio","Mumbai",2017,9000,"First",135,1999,24674,5,34.5,0,0,1,0,7
"376","Honda Amaze S i-Vtech","Delhi",2015,52516,"First",180,1198,867,5,4.65,0,0,1,1,9
"377","Mini Cooper Convertible 1.6","Bangalore",2015,20000,"First",1886,1598,122,4,32,0,0,1,0,9
"378","Mercedes-Benz S Class 2005 2013 S 350 CDI","Coimbatore",2017,56451,"First",135,2987,282,5,62.81,1,0,0,0,7
"379","Hyundai EON Magna Plus","Chennai",2014,37000,"First",211,814,552,5,3.25,0,0,1,1,10
"380","Maruti Wagon R VXI BS IV","Kolkata",2014,17400,"First",2051,998,6704,5,3.1,0,0,1,1,10
"381","Maruti Ritz LDi","Coimbatore",2011,90207,"First",211,1248,739,5,3.91,1,0,0,1,13
"382","BMW 3 Series 320d Sedan","Chennai",2011,89616,"First",1607,1995,181,5,11,1,0,0,0,13
"383","Tata Xenon XT EX 4X2","Pune",2014,85000,"First",1349,2179,13803,5,3.5,1,0,0,1,10
"384","Audi A3 35 TDI Attraction","Chennai",2014,79271,"First",2038,1968,143,5,16.5,1,0,0,0,10
"385","Land Rover Range Rover 2.2L Dynamic","Hyderabad",2012,56000,"First",127,2179,1877,5,30,1,0,0,0,12
"386","Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury","Pune",2010,85001,"Second",120,2987,224,7,28,1,0,0,0,14
"387","Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop","Hyderabad",2018,12000,"First",135,2477,17556,7,28,1,0,0,0,6
"388","Maruti Alto LX","Jaipur",2010,125000,"First",197,796,463,5,0.92,0,0,1,1,14
"389","Maruti Wagon R LXI BSIII","Pune",2013,53000,"First",140,1061,64,5,2.75,0,0,1,1,11
"390","Land Rover Range Rover 2.2L Prestige","Coimbatore",2017,34990,"First",127,2179,1877,5,53.83,1,0,0,0,7
"391","Hyundai Verna 1.6 SX VTVT","Pune",2011,49768,"Second",1701,1591,1213,5,4.95,0,0,1,1,13
"392","BMW 5 Series 525d Sedan","Hyderabad",2013,56000,"First",1673,2993,218,5,33.5,1,0,0,0,11
"393","Jaguar XF Diesel","Bangalore",2013,75000,"First",1474,2993,2709,5,27.95,1,0,0,0,11
"394","Skoda Superb Elegance 1.8 TSI AT","Hyderabad",2010,57000,"First",137,1798,15775,5,7.25,0,0,1,0,14
"395","Audi Q3 35 TDI Quattro Premium","Kochi",2017,37542,"First",1573,1968,17433,5,25.71,1,0,0,0,7
"396","Land Rover Range Rover 2.2L Pure","Coimbatore",2014,95649,"First",127,2179,1877,5,29.67,1,0,0,0,10
"397","Mercedes-Benz New C-Class 220 CDI AT","Jaipur",2013,35299,"First",1484,2143,170,5,19,1,0,0,0,11
"398","Mahindra Scorpio S10 4WD","Kochi",2017,28464,"First",154,2179,120,7,13.05,1,0,0,1,7
"399","BMW 3 Series Luxury Line","Mumbai",2015,41000,"First",2176,1995,190,5,25.5,1,0,0,0,9
"400","Honda BR-V i-VTEC S MT","Pune",2017,9000,"First",154,1497,1173,7,8.5,0,0,1,1,7
"401","Volvo S80 2006-2013 D5","Chennai",2010,92098,"Second",160,2400,215,5,7.25,1,0,0,0,14
"402","Hyundai Accent GLE","Pune",2005,5834,"First",132,1495,94,5,0.8,0,0,1,1,19
"403","Hyundai i20 Active SX Petrol","Jaipur",2017,40250,"First",1719,1197,8186,5,6.9,0,0,1,1,7
"404","Mercedes-Benz GLC 43 AMG Coupe","Coimbatore",2018,22397,"First",115,2996,367,5,70.99,0,0,1,0,6
"405","Hyundai EON Magna Plus","Kolkata",2015,20800,"Second",211,814,552,5,2.25,0,0,1,1,9
"406","Hyundai Grand i10 SportZ Edition","Kochi",2018,40322,"First",189,1197,8186,5,5.5,0,0,1,1,6
"407","Honda City 1.5 EXI S","Mumbai",2013,52576,"First",130,1493,100,5,4.35,0,0,1,1,11
"408","Volkswagen Polo Petrol Trendline 1.2L","Kolkata",2010,55000,"First",1647,1198,739,5,2.25,0,0,1,1,14
"409","Audi A6 35 TFSI Matrix","Mumbai",2016,47000,"First",1526,1798,18774,5,24.5,0,0,1,0,8
"410","Hyundai Creta 1.6 SX Plus Dual Tone Petrol","Coimbatore",2017,23163,"First",1529,1591,1213,5,12.03,0,0,1,1,7
"411","Mercedes-Benz New C-Class C 200 CGI Avantgarde","Mumbai",2011,50000,"Second",1174,1796,186,5,8.5,0,0,1,0,13
"412","Mini Cooper Convertible S","Mumbai",2014,11900,"First",1682,1998,18908,4,28.5,0,0,1,0,10
"413","Toyota Etios VD","Bangalore",2013,37000,"First",2359,1364,6704,5,5.75,1,0,0,1,11
"414","Honda Brio S MT","Delhi",2014,30000,"Second",194,1198,868,5,3.2,0,0,1,1,10
"415","Maruti Baleno Alpha Automatic","Coimbatore",2018,12831,"First",214,1197,831,5,9.89,0,0,1,0,6
"416","Skoda Laura Ambiente 2.0 TDI CR AT","Coimbatore",2012,143017,"First",200,1968,1381,5,6.58,1,0,0,0,12
"417","Hyundai EON Era Plus","Kochi",2018,13102,"First",211,814,552,5,4.06,0,0,1,1,6
"418","Renault Captur 1.5 Diesel RXL","Coimbatore",2019,24950,"First",2037,1461,10845,5,13.37,1,0,0,1,5
"419","BMW 5 Series 2003-2012 GT 530d LE","Coimbatore",2011,57832,"First",162,2993,258,5,25.82,1,0,0,0,13
"420","Maruti Alto 800 LXI","Kochi",2016,34267,"First",2274,796,473,5,3.74,0,0,1,1,8
"421","Volvo V40 D3","Bangalore",2015,33000,"Second",168,1984,150,5,22,1,0,0,0,9
"422","Maruti Wagon R LXI BSII","Ahmedabad",2007,55100,"First",189,998,671,5,1.45,0,0,1,1,17
"423","Honda City ZX GXi","Kolkata",2008,40000,"First",177,1497,78,5,2,0,0,1,1,16
"424","Chevrolet Enjoy 1.4 LS 8","Kolkata",2014,15000,"First",137,1399,9879,8,3.75,0,0,1,1,10
"425","Mahindra Bolero ZLX","Coimbatore",2016,82756,"First",1596,2523,621,7,7.7,1,0,0,1,8
"426","Hyundai EON D Lite","Hyderabad",2014,20600,"First",211,814,552,5,2.6,0,0,1,1,10
"427","Hyundai Creta 1.6 SX Plus Petrol Automatic","Coimbatore",2017,29952,"First",130,1591,1213,5,13.77,0,0,1,0,7
"428","Volkswagen Vento 1.6 Comfortline","Mumbai",2017,15000,"Second",1609,1598,1035,5,7.1,0,0,1,1,7
"429","Honda Civic 2006-2010 1.8 S AT","Pune",2008,61938,"Second",129,1799,130,5,2.65,0,0,1,0,16
"430","Tata Indica Vista Quadrajet LS","Hyderabad",2014,67000,"First",223,1248,74,5,2.5,1,0,0,1,10
"431","Mahindra XUV500 W8 2WD","Kochi",2013,61672,"First",160,2179,140,7,7.53,1,0,0,1,11
"432","Hyundai i20 1.2 Asta Option","Coimbatore",2017,26185,"First",186,1197,8183,5,7.98,0,0,1,1,7
"433","Audi Q5 30 TDI quattro Premium Plus","Bangalore",2014,38000,"Second",1416,1968,1743,5,39,1,0,0,0,10
"434","Maruti Ritz VXi","Chennai",2011,67000,"Second",185,1197,8580,5,2.25,0,0,1,1,13
"435","Mitsubishi Cedia Sports","Chennai",2010,66000,"Second",1317,1999,114,5,3.85,0,0,1,1,14
"436","Toyota Innova 2.5 V Diesel 7-seater","Hyderabad",2015,80883,"First",128,2494,102,7,13.5,1,0,0,1,9
"437","Maruti Celerio LDi","Hyderabad",2016,80219,"First",2762,793,47,5,3.5,1,0,0,1,8
"438","Maruti S-Cross Delta DDiS 200 SH","Delhi",2018,12923,"First",251,1248,885,5,8.92,1,0,0,1,6
"439","Audi Q3 35 TDI Quattro Premium Plus","Coimbatore",2016,86642,"First",1517,1968,181,5,20.37,1,0,0,0,8
"440","BMW 3 Series Luxury Line","Bangalore",2016,19235,"First",2176,1995,190,5,36.5,1,0,0,0,8
"441","Audi Q7 4.2 TDI Quattro Technology","Coimbatore",2016,51002,"First",1133,4134,3352,7,48.91,1,0,0,0,8
"442","Hyundai i20 2015-2017 Asta 1.2","Pune",2016,6800,"First",186,1197,8183,5,7.2,0,0,1,1,8
"443","Renault Duster 110PS Diesel RxL","Hyderabad",2012,82749,"First",1901,1461,10845,5,5.99,1,0,0,1,12
"444","Hyundai Xcent 1.1 CRDi S Celebration Edition","Pune",2016,51000,"First",244,1120,71,5,5.25,1,0,0,1,8
"445","Ford Ecosport 1.5 DV5 MT Titanium","Delhi",2014,31465,"First",227,1498,8984,5,6.5,1,0,0,1,10
"446","Volkswagen Polo Petrol Trendline 1.2L","Hyderabad",2013,76476,"First",1647,1198,739,5,4.4,0,0,1,1,11
"447","Hyundai Grand i10 CRDi Magna","Kolkata",2017,14000,"First",240,1120,70,5,4.6,1,0,0,1,7
"448","Tata Manza Aqua Quadrajet BS IV","Ahmedabad",2013,47000,"First",2112,1248,888,5,2.95,1,0,0,1,11
"449","Honda City 1.5 V MT","Kolkata",2011,48466,"First",170,1497,118,5,3.26,0,0,1,1,13
"450","Hyundai Santro Xing GLS","Bangalore",2008,46000,"Second",1792,1086,621,5,2.22,0,0,1,1,16
"451","Toyota Innova 2.5 VX (Diesel) 7 Seater","Hyderabad",2012,162663,"First",1299,2494,100,7,10.5,1,0,0,1,12
"452","Maruti Ciaz 1.3 S","Coimbatore",2017,25142,"First",2809,1248,885,5,8.26,1,0,0,1,7
"453","Toyota Fortuner 4x4 MT TRD Sportivo","Delhi",2013,69000,"First",1255,2982,169,7,14.45,1,0,0,1,11
"454","Mercedes-Benz E-Class E 220 d","Kochi",2018,26405,"First",126,1950,19134,5,51.43,0,0,1,0,6
"455","Mercedes-Benz New C-Class 220 CDI MT","Chennai",2014,45000,"First",158,2148,170,5,23,1,0,0,1,10
"456","Skoda Yeti Ambition 4X2","Kolkata",2012,64284,"First",1772,1968,10849,5,5.5,1,0,0,1,12
"457","Hyundai Grand i10 Sportz","Delhi",2015,27000,"First",189,1197,82,5,4.5,0,0,1,1,9
"458","Ford Figo 2015-2019 1.2P Titanium MT","Hyderabad",2018,3678,"First",1816,1196,868,5,6.8,0,0,1,1,6
"459","Skoda Octavia Ambition 1.4 TSI MT","Mumbai",2013,21000,"First",168,1395,13802,5,8.75,0,0,1,1,11
"460","Renault Duster 85PS Diesel RxL Option","Mumbai",2015,67000,"Second",1987,1461,838,5,7,1,0,0,1,9
"461","Land Rover Range Rover Evoque 2.0 TD4 Pure","Delhi",2015,24000,"Second",1568,1999,177,5,33.5,1,0,0,0,9
"462","Ford Figo Diesel EXI","Chennai",2011,75000,"Second",200,1399,68,5,2.25,1,0,0,1,13
"463","Ford Endeavour Hurricane Limited Edition","Hyderabad",2008,179000,"Second",128,2953,156,7,4.24,1,0,0,0,16
"464","Toyota Fortuner 4x4 MT","Coimbatore",2017,47198,"First",1255,2982,1685,7,28.42,1,0,0,1,7
